X,Y,Name,small,large,circular,mini_hoop,total_rack
991665.66757144,190446.035824433,166 DE KALB AV,1,1,0,0,2
990155.106288105,210851.413976848,166 E 34 ST,1,1,0,0,2
993001.454269946,216065.505254686,166 E 56 ST,0,1,0,0,1
988746.816781864,211435.500735193,166 MADISON AV,1,0,0,0,1
995948.395554528,200809.993114859,166 N 7 ST,2,13,0,0,15
1020440.96205486,189489.993773267,166 NICHOLS AV,0,0,1,0,1
1010828.62957352,259376.217517599,166 W 231 ST,2,0,0,0,2
997878.477652356,222714.286248431,1660 2 AV,0,2,0,0,2
998765.120564103,229480.488595277,1660 MADISON AV,1,0,0,0,1
994239.012818441,163998.950923443,1662 CONEY ISLAND AV,0,0,1,0,1
956093.478217274,154030.302881777,1662 RICHMOND RD,1,0,0,0,1
988714.680035114,179732.960465848,1663 8 AV,0,0,1,0,1
996335.077523947,181900.392810777,1665 BEDFORD AV,2,0,0,0,2
1014795.89198019,243981.02422668,1665 BOSTON RD,1,0,0,0,1
1008708.1105206,183293.415287182,1667 PITKIN AV,0,0,1,0,1
992469.994046777,161476.787332609,1668 E 4 ST,0,0,1,0,1
1008741.5596007,183134.601628438,1668 PITKIN AV,0,0,1,0,1
1025552.56731719,245304.57440111,1668 ZEREGA AV,0,0,1,0,1
996322.611669615,181863.589406684,1669 BEDFORD AV,1,0,0,0,1
988131.296031281,206953.021183103,167 3 AV,1,0,0,0,1
989945.893123865,186066.701735348,167 5 AV,1,0,0,0,1
990582.425643444,184103.127906606,167 7 AV,0,0,0,4,4
988809.140804186,221865.996934518,167 AMSTERDAM AV,1,0,0,0,1
985915.128547609,201558.482103437,167 BOWERY,1,0,0,0,1
986300.291163102,190111.993513525,167 COURT ST,1,0,0,0,1
996029.203463778,200519.660690263,167 N 6 ST,1,0,0,0,1
994826.552653864,198235.119655684,167 S 5 ST,4,0,0,0,4
1003549.59163819,184517.651027679,167 UTICA AV,1,0,0,0,1
989670.21618177,223161.380170524,167 W 73 ST,2,0,0,0,2
1007133.8974617,195584.351991355,167 WYCKOFF AV,0,0,1,0,1
1008767.27378811,183218.42298311,1670 PITKIN AV,0,0,1,0,1
1008799.06604736,183327.025128096,1671 PITKIN AV,0,0,1,0,1
1008413.89391744,188480.070924357,1674 BROADWAY,0,0,1,0,1
998026.308393449,224777.592817351,1675 3 AV,2,0,0,0,2
996101.668541938,161033.444059193,1675 E 16 ST,1,0,0,0,1
996268.07864219,181622.376962602,1679 BEDFORD AV,1,0,0,0,1
956063.727292523,154001.920064524,1679 RICHMOND RD,1,0,0,0,1
988690.115451694,204823.2360726,168 1 AV,1,0,0,0,1
989809.956059769,186169.410847515,168 5 AV,1,0,0,0,1
986994.505982026,209193.140718609,168 5 AV,0,3,0,0,3
984202.060779527,209744.21966894,168 8 AV,1,0,0,0,1
983553.662470028,210665.624978349,168 9 AV,1,0,0,0,1
997130.95224452,198209.636438936,168 BORINQUEN PL,0,0,2,0,2
986068.176141769,189988.831686348,168 COURT ST,1,0,0,0,1
988925.500479609,208747.129471526,168 E 24 ST,2,0,0,0,2
1000082.89647186,197038.60269177,168 GRAHAM AV,0,0,1,0,1
998522.443884104,232054.735743359,168 LENOX AV,2,0,0,0,2
988762.054940358,211444.611937433,168 MADISON AV,0,0,1,0,1
986360.018405855,192133.66204235,168 MONTAGUE ST,1,0,0,0,1
995952.275468022,200811.452429518,168 N 7 ST,0,1,0,0,1
987433.280038863,202032.992309272,168 ORCHARD ST,1,0,0,0,1
993413.350099698,191966.978648692,168 WASHINGTON AV,5,0,0,0,5
1005188.95482928,194203.244189277,168 WILSON AV,0,0,1,0,1
1015232.31761652,243944.051203519,1680 SOUTHERN BL,1,0,0,0,1
1041173.6282666,198095.869278014,16801 HILLSIDE AV,0,0,1,0,1
991684.821076438,162263.84350127,1681 MC DONALD AV,0,0,1,0,1
1008879.24567702,183317.997915193,1681 PITKIN AV,0,0,1,0,1
956003.625706688,153907.629242599,1684 RICHMOND RD,1,0,0,0,1
992884.007982522,161394.59327127,1685 E 5 ST,0,0,4,0,4
1008927.38567261,183171.586790681,1686 PITKIN AV,0,0,1,0,1
1014929.97045219,244082.114903763,1687 BOSTON RD,1,0,0,0,1
988641.186087608,179569.363680184,1689 8 AV,0,0,1,0,1
992846.277414948,161307.505847022,1689 E 5 ST,0,0,1,0,1
1007029.68507169,248637.825608596,1689 UNIVERSITY AV,0,0,1,0,1
988146.260568276,206958.488363773,169 3 AV,1,0,0,0,1
978183.904836863,174215.20050402,169 58 ST,0,0,1,0,1
985104.594407529,209630.927572682,169 7 AV,1,0,0,0,1
988832.398303613,221905.349218026,169 AMSTERDAM AV,0,0,0,2,2
985918.085562691,190791.074176356,169 ATLANTIC AV,2,0,0,0,2
989961.045980692,204191.387270689,169 AV B,1,0,0,0,1
989555.095677108,221477.40453586,169 COLUMBUS AV,0,0,0,2,2
999908.147477522,197165.276322931,169 GRAHAM AV,1,0,0,0,1
1015079.12500952,244077.203496277,1690 BOSTON RD,1,0,0,0,1
1008976.47710986,183181.109409437,1690 PITKIN AV,0,0,2,0,2
1047898.70733611,184515.381347179,16909 137 AV,1,0,0,0,1
998157.159509689,225018.856442437,1691 3 AV,1,0,0,0,1
1011004.6574367,246464.604233265,1692 WEBSTER AV,1,0,0,0,1
1042483.88056736,197046.787386686,16923 JAMAICA AV,1,0,0,0,1
1000271.59064828,231203.648206681,1694 PARK AV,0,0,1,0,1
1008664.60568635,188490.522675097,1697 BROADWAY,0,0,1,0,1
1009039.53308611,183370.624450356,1697 PITKIN AV,0,0,1,0,1
1009087.42701919,183194.338385597,1698 PITKIN AV,0,0,1,0,1
988120.070003852,202617.114500597,17 AV A,1,0,0,0,1
1008389.52126278,183699.687440515,17 BRISTOL ST,0,1,0,0,1
961681.996567771,171484.813576356,17 BROOK ST,1,0,0,0,1
997517.685394943,227627.132065773,17 E 102 ST,0,1,0,0,1
986424.361124948,207528.816291347,17 E 15 ST,1,0,0,0,1
988363.707311854,210848.858207688,17 E 30 ST,1,0,0,0,1
988321.540073365,211142.138461024,17 E 31 ST,0,0,1,0,1
990607.058468193,215025.683187351,17 E 48 ST,1,0,0,0,1
995961.03890194,224576.852733269,17 E 89 ST,1,0,0,0,1
1010116.52437045,250326.352743357,17 E BURNSIDE AV,0,0,1,0,1
1009659.26872328,187869.268668264,17 GRANITE ST,0,0,2,0,2
1007039.99771512,259437.209521607,17 KNOLLS CR,0,0,0,1,1
994588.430098608,179932.579161108,17 LINCOLN RD,2,0,0,0,2
985871.256916195,202671.145560518,17 PRINCE ST,0,0,5,0,5
994802.985115692,188028.779176027,17 PUTNAM AV,1,0,0,0,1
987707.334280774,190974.156159267,17 SMITH ST,0,0,1,0,1
986418.994009688,202459.876298025,17 STANTON ST,1,0,0,0,1
1002993.05010036,196138.592680767,17 THAMES ST,1,0,0,0,1
1010638.52267027,252127.112593263,17 W 183 ST,0,0,1,0,1
988097.47523278,205266.890369013,170 2 AV,2,2,0,0,4
983852.121518776,178558.324691772,170 31 ST,0,0,2,0,2
984213.42230536,209764.622187182,170 8 AV,1,0,0,0,1
983602.431073278,210656.150915936,170 9 AV,1,0,0,0,1
987270.00871186,202071.590657264,170 ALLEN ST,1,0,0,0,1
997132.615298942,198210.00192377,170 BORINQUEN PL,0,0,1,0,1
961920.946877271,166634.673014194,170 BROAD ST,1,0,0,0,1
999865.983519852,228635.551308766,170 E 110 ST,0,0,1,0,1
998533.782444105,232075.145151347,170 LENOX AV,1,0,0,0,1
999072.838780686,203457.105602771,170 NASSAU AV,0,0,1,0,1
987440.484420776,202053.031639263,170 ORCHARD ST,1,0,0,0,1
986645.380039856,189179.706992269,170 SMITH ST,2,0,0,0,2
962755.465549439,165134.717352688,170 VANDERBILT AV,1,0,0,0,1
989686.510768607,223363.953584269,170 W 74 ST,1,0,0,2,3
998163.112581775,225261.870720193,1700 3 AV,0,3,0,0,3
989122.161831692,217482.035558105,1700 BROADWAY,0,0,1,0,1
1014893.3780057,244353.50018777,1700 CROTONA PARK E,1,0,0,0,1
1025480.27153003,245349.993601605,1700 ZEREGA AV,0,0,1,0,1
1008706.51570752,188460.325557023,1701 BROADWAY,0,0,1,0,1
991601.321243435,162026.641547859,1701 MC DONALD AV,0,0,1,0,1
1009088.62419528,183380.147069097,1701 PITKIN AV,0,0,1,0,1
998336.089926109,225438.308359444,1703 3 AV,1,0,0,0,1
988413.022501945,149343.719079107,1704 MERMAID AV,1,0,0,0,1
1009140.62901253,183253.049554273,1704 PITKIN AV,0,0,1,0,1
1009137.16084361,183389.304859191,1705 PITKIN AV,0,0,1,0,1
998385.780771613,225230.302541852,1707 3 AV,1,0,0,0,1
1006916.75452328,248398.714210182,1708 UNIVERSITY AV,0,0,1,0,1
1010922.63824378,246573.815300941,1709 WEBSTER AV,2,0,0,0,2
990464.286772102,183976.67540361,171 7 AV,0,0,0,4,4
984054.919669613,209905.983781099,171 8 AV,1,0,0,0,1
988881.912968352,201904.616909847,171 ATTORNEY ST,1,0,0,0,1
989226.188854605,204606.19877702,171 AV A,1,0,0,0,1
989974.067608193,204213.979089022,171 AV B,1,0,0,0,1
990509.919554859,203877.833763942,171 AV C,1,1,0,0,2
996137.414533436,200882.951302275,171 BEDFORD AV,2,0,0,0,2
989562.84434928,221506.917272106,171 COLUMBUS AV,0,0,0,2,2
994985.887637019,199660.814310849,171 GRAND ST,1,0,0,0,1
1000479.43701735,184891.029217944,171 KINGSTON AV,10,0,0,0,10
992400.235984191,189814.159791604,171 LAFAYETTE AV,1,2,0,0,3
988851.806401283,211571.051973268,171 MADISON AV,0,0,1,0,1
1000255.13464445,197359.326131687,171 MESEROLE ST,3,0,0,0,3
996102.575036198,200702.22627002,171 N 7 ST,1,0,0,0,1
1012238.38462803,179444.08768402,171 NEW LOTS AV,0,0,1,0,1
995034.378353685,198463.281929016,171 S 4 ST,0,0,1,0,1
985562.055762947,210381.471675277,171 W 23 ST,0,1,0,0,1
985982.365617856,211035.473648101,171 W 26 ST,1,0,0,0,1
989928.118881196,218166.063717604,171 W 57 ST,1,0,0,0,1
1007839.03909603,250502.918991268,171 W BURNSIDE AV,0,0,1,0,1
989216.572732106,217733.8086766,1710 BROADWAY,0,0,1,0,1
1006930.29780327,248412.935966522,1710 UNIVERSITY AV,0,0,1,0,1
1011016.96974802,246589.950111181,1710 WEBSTER AV,1,0,0,0,1
1009197.62299302,183401.025308192,1711 PITKIN AV,0,0,1,0,1
1009221.94315436,183220.343582943,1712 PITKIN AV,0,0,1,0,1
988524.964207187,179404.302330524,1713 8 AV,0,0,3,0,3
1008763.77510744,188335.418326527,1713 BROADWAY,0,0,1,0,1
997637.309499532,152636.90048486,1714 SHEEPSHEAD BAY RD,1,0,0,0,1
1006970.12154253,248429.732848942,1714 UNIVERSITY AV,0,0,1,0,1
996164.955160782,181461.293295264,1715 BEDFORD AV,2,0,0,0,2
997851.600409523,151888.695616439,1715 EMMONS AV,1,0,0,0,1
1006444.04516686,183455.918243021,1715 ST JOHN'S PL,0,0,2,0,2
1007194.1115801,248835.087681264,1715 UNIVERSITY AV,0,0,1,0,1
1010939.44824952,246635.407041267,1715 WEBSTER AV,3,0,0,0,3
1010970.42358127,246647.464103773,1717 WEBSTER AV,1,0,0,0,1
998669.553826109,223032.078263775,1718 1 AV,1,0,0,0,1
999165.099094853,230113.216332436,1718 MADISON AV,1,0,0,0,1
1009293.30882527,183419.704732776,1719 PITKIN AV,0,0,1,0,1
984170.194045365,209816.721820518,172 8 AV,1,0,0,0,1
987325.168706521,202081.43446961,172 ALLEN ST,1,0,4,0,5
989886.743635863,204283.545879021,172 AV B,1,0,0,0,1
995987.690423444,200951.372425273,172 BEDFORD AV,1,0,0,0,1
997266.672117442,223762.502984017,172 E 89 ST,1,0,0,0,1
996788.283966616,201439.247105688,172 N 11 ST,2,1,0,0,3
998873.759126365,204028.256035268,172 NORMAN AV,0,0,1,0,1
994354.14677453,163526.46728836,1720 CONEY ISLAND AV,0,0,1,0,1
1009321.97182569,183332.295458764,1720 PITKIN AV,0,0,1,0,1
997592.37455003,152525.028005183,1720 SHEEPSHEAD BAY RD,4,0,0,0,4
950626.738822699,162696.180235013,1720 VICTORY BL,1,0,0,0,1
1011145.2772342,246656.765922442,1720 WEBSTER AV,1,0,0,0,1
1009317.71560061,183424.465878099,1721 PITKIN AV,0,0,1,0,1
1007218.47865736,248812.886282101,1721 UNIVERSITY AV,0,0,1,0,1
994381.357021943,163521.013559103,1722 CONEY ISLAND AV,0,0,1,0,1
997676.223135605,152587.00950852,1722 SHEEPSHEAD BAY RD,1,0,0,0,1
1042159.00720136,198531.02457568,17229 HILLSIDE AV,1,0,0,0,1
1042159.00720136,198531.02457568,17233 HILLSIDE AV,1,0,0,0,1
1042159.00720136,198531.02457568,17235 HILLSIDE AV,1,0,0,0,1
999195.244703859,230167.885186359,1724 MADISON AV,0,0,1,0,1
1008926.61467677,188300.607700601,1725 BROADWAY,0,0,1,0,1
996198.643413603,181218.667140096,1727 BEDFORD AV,2,0,0,0,2
1009366.80638169,183433.989153013,1727 PITKIN AV,0,0,1,0,1
989169.172236353,217887.911714852,1728 BROADWAY,2,0,0,0,2
1009392.74530619,183298.485815108,1728 PITKIN AV,0,0,1,0,1
997721.250604615,152531.292428359,1728 SHEEPSHEAD BAY RD,2,0,0,0,2
988162.050234854,207001.117871687,173 3 AV,1,0,0,0,1
983912.731305689,207408.491728857,173 7 AV S,2,0,0,0,2
989250.846941769,204651.380773276,173 AV A,3,0,0,0,3
996121.623554528,200862.905410603,173 BEDFORD AV,1,0,0,0,1
984094.235863939,204863.635598108,173 BLEECKER ST,1,0,0,0,1
980307.98392202,186287.865663096,173 CONOVER ST,2,0,0,0,2
988661.92587553,202852.564489022,173 E 3 ST,0,1,0,0,1
995146.216712698,188939.024730846,173 GATES AV,0,1,0,0,1
995501.70583111,199850.499955103,173 N 3 ST,1,0,0,0,1
987431.322365612,202164.515668273,173 ORCHARD ST,1,0,0,0,1
1003543.82819827,184439.680055022,173 UTICA AV,1,0,0,0,1
982224.446296439,200746.05229786,173 WEST BROADWAY,1,0,0,0,1
994359.717957616,163482.021839187,1730 CONEY ISLAND AV,0,0,1,0,1
994526.339015439,163383.72347936,1731 CONEY ISLAND AV,0,0,1,0,1
1007222.62497452,248816.53358452,1731 UNIVERSITY AV,0,0,1,0,1
1011012.45433711,246670.099557191,1731 WEBSTER AV,1,0,0,0,1
998229.974652782,223607.832689688,1732 2 AV,0,2,0,0,2
950497.474317446,162580.139128521,1734 VICTORY BL,1,0,0,0,1
1007352.21953161,248982.795063019,1735 UNIVERSITY AV,0,0,1,0,1
997720.461236104,152452.233531356,1736 SHEEPSHEAD BAY RD,1,0,0,0,1
950455.322498858,162616.266024768,1736 VICTORY BL,1,0,0,0,1
999463.323892102,222995.765344277,1737 YORK AV,2,0,0,0,2
1015179.6274332,244684.317767605,1738 CROTONA PARK E,1,0,0,0,1
1009498.4613021,183275.278512433,1738 PITKIN AV,0,0,1,0,1
997706.029834524,152430.001620442,1738 SHEEPSHEAD BAY RD,1,0,0,0,1
1003318.92936985,164543.214270607,1739 E 45 ST,0,0,4,0,4
955580.044204772,153415.556735933,1739 RICHMOND RD,1,0,0,0,1
1007383.44486286,249021.444592014,1739 UNIVERSITY AV,0,0,1,0,1
983579.710646272,210712.987416431,174 9 AV,2,0,0,0,2
989373.618021697,204708.242208108,174 AV A,2,0,0,0,2
989854.578673944,204342.195696101,174 AV B,1,0,0,0,1
996001.854109019,200897.458491102,174 BEDFORD AV,1,0,0,0,1
1008346.96688594,181574.517150193,174 BLAKE AV,0,0,1,0,1
986726.147922948,202167.71251227,174 FORSYTH ST,2,0,0,0,2
996795.803308532,201371.121257693,174 N 11 ST,1,0,0,0,1
992008.743656948,186025.010545775,174 PARK PL,0,0,1,0,1
990105.292411357,180689.980861515,174 PROSPECT PK W,0,0,2,0,2
986622.919782937,189135.620794356,174 SMITH ST,2,0,0,0,2
983440.689270779,204785.317513272,174 W HOUSTON ST,1,0,0,0,1
998193.072167531,223726.948593184,1740 2 AV,1,1,0,0,2
989220.099956021,218094.498900101,1740 BROADWAY,4,2,1,0,7
1021209.94772162,238472.799022689,1741 LAFAYETTE AV,0,0,1,0,1
991686.103882268,161701.324285105,1741 MC DONALD AV,0,0,1,0,1
1009575.54054427,183313.61308144,1742 PITKIN AV,0,0,1,0,1
991687.22822386,161655.784021854,1743 MC DONALD AV,0,0,1,0,1
998306.335392445,223739.401324183,1744 2 AV,0,1,0,0,1
989216.216105521,218122.551993608,1745 BROADWAY,6,2,1,0,9
1007228.70632719,248822.004374102,1745 UNIVERSITY AV,0,0,1,0,1
990067.329232693,159619.125037432,1745 W 6 ST,1,0,0,0,1
1021193.48614036,238377.68208693,1746 LAFAYETTE AV,0,0,1,0,1
991668.085545614,161605.136813432,1747 MC DONALD AV,0,0,1,0,1
998325.097165942,223861.099899679,1748 2 AV,0,2,0,0,2
998778.432873443,223433.27463986,1749 1 AV,1,0,0,0,1
987973.551924199,205494.942406356,175 2 AV,1,0,0,0,1
988175.905194029,207012.414108932,175 3 AV,1,0,0,0,1
987064.878872782,209309.734973609,175 5 AV,0,6,0,0,6
985134.23968944,209776.661205098,175 7 AV,1,0,0,0,1
983172.390922859,210887.881423607,175 9 AV,5,0,0,0,5
1021933.61654986,186609.689166442,175 FORBELL ST,0,0,1,0,1
1006543.16734394,195146.60647577,175 IRVING AV,0,0,1,0,1
995902.683375612,197286.896486521,175 MARCY AV,0,1,0,0,1
995054.480019525,200016.067209274,175 METROPOLITAN AV,1,0,0,0,1
986643.167117774,191935.857647941,175 REMSEN ST,2,0,0,0,2
995794.231492773,199138.735302523,175 ROEBLING ST,0,0,3,0,3
986771.574669361,189128.713655934,175 SMITH ST,1,0,0,0,1
984297.388016686,208098.897828355,175 W 13 ST,1,0,0,0,1
992267.884214774,227762.911321774,175 W 93 ST,2,0,0,0,2
994363.74452436,163146.114702597,1750 CONEY ISLAND AV,0,0,1,0,1
1021249.65564744,238388.333640441,1752 LAFAYETTE AV,0,0,1,0,1
1009140.70119086,188056.725642443,1753 BROADWAY,0,0,1,0,1
989237.805629268,218206.353007108,1754 BROADWAY,0,0,1,0,1
994564.183427945,163180.809843183,1755 CONEY ISLAND AV,0,0,1,0,1
991781.108613521,161547.608057097,1755 MC DONALD AV,0,0,1,0,1
955419.143279865,153343.974858105,1755 RICHMOND RD,1,0,0,0,1
999598.322965935,223239.225159183,1755 YORK AV,0,2,0,0,2
1030806.58108737,247730.752619609,1756 CROSBY AV,3,0,0,0,3
988148.175918773,205385.306142688,176 2 AV,1,1,0,0,2
989782.23170577,186112.569097683,176 5 AV,1,0,0,0,1
985046.672935441,209832.036750525,176 7 AV,1,0,0,0,1
995984.123173356,200875.954269022,176 BEDFORD AV,1,0,0,0,1
997143.726825282,198168.474119693,176 BORINQUEN PL,0,0,2,0,2
1000070.90994728,197138.421389773,176 GRAHAM AV,1,0,0,0,1
987735.947412521,202219.206831858,176 LUDLOW ST,1,0,0,0,1
998428.314807281,204558.458058849,176 MESEROLE AV,1,0,0,0,1
1020481.04497994,189391.684586689,176 NICHOLS AV,0,0,1,0,1
984271.89594169,204417.32973218,176 THOMPSON ST,1,0,0,0,1
993634.668554693,230596.104474276,176 W 105 ST,0,2,0,0,2
983422.674543023,204804.992014602,176 W HOUSTON ST,1,0,0,0,1
989249.420435444,218302.174993932,1760 BROADWAY,5,0,0,0,5
1030781.59327644,247776.246951193,1760 CROSBY AV,1,0,0,0,1
1009704.89363202,183500.648796603,1761 PITKIN AV,0,0,1,0,1
1030764.94567195,247800.99001193,1762 CROSBY AV,1,0,0,0,1
1009200.10067835,188011.609590933,1763 BROADWAY,0,0,1,0,1
1009706.68299852,183381.515176609,1764 PITKIN AV,0,0,2,0,2
1009281.89874311,188032.096098527,1765 BROADWAY,0,0,1,0,1
1009212.10491945,187935.841369763,1766 BROADWAY,0,0,1,0,1
990496.489791691,183879.772382185,177 7 AV,0,0,0,2,2
984152.737387359,209977.027930349,177 8 AV,3,0,0,0,3
985968.836445436,190775.046977431,177 ATLANTIC AV,0,1,0,0,1
990407.398434445,156663.43475461,177 AV U,1,0,0,0,1
983636.803379864,189202.549138188,177 COLUMBIA ST,2,0,0,0,2
987477.282247439,202568.928901434,177 E HOUSTON ST,1,0,0,0,1
995081.829374269,199608.028983355,177 GRAND ST,0,0,1,0,1
987909.265635446,190687.094069347,177 LIVINGSTON ST,3,0,0,0,3
986453.45063369,192351.175058767,177 MONTAGUE ST,2,0,0,0,2
992676.10649544,191629.342512935,177 VANDERBILT AV,1,0,0,0,1
985951.330246866,211055.509697273,177 W 26 ST,1,0,0,0,1
982265.201136187,200814.178802013,177 WEST BROADWAY,1,0,0,0,1
1009845.63547653,183407.893076599,1772 PITKIN AV,0,0,1,0,1
999640.823537111,230894.283667937,1775 MADISON AV,0,0,1,0,1
984233.650939435,209922.013604686,178 8 AV,0,3,0,0,3
985998.524050102,190573.939440027,178 ATLANTIC AV,1,0,0,0,1
994663.667152852,197933.74821119,178 BROADWAY,1,0,0,0,1
989589.973232031,221571.410253346,178 COLUMBUS AV,0,0,0,2,2
1000067.84368044,197163.558150515,178 GRAHAM AV,1,0,0,0,1
1006539.21000278,194926.547532693,178 IRVING AV,0,0,2,0,2
995297.79055652,199593.553290516,178 N 1 ST,0,0,2,0,2
996133.641247019,200663.622344598,178 N 7 ST,0,9,0,0,9
999206.43923527,203454.63743186,178 NASSAU AV,0,0,1,0,1
1009391.86932369,187898.136720777,1781 BROADWAY,0,0,1,0,1
994394.65030244,162934.818537265,1782 CONEY ISLAND AV,0,0,1,0,1
1043813.52193694,198877.862136602,17821 HILLSIDE AV,0,0,1,0,1
996250.258139774,180631.031176269,1783 BEDFORD AV,1,1,0,0,2
1025500.21899669,266615.082961097,1783 NEREID AV,1,0,0,0,1
1009995.18045303,183385.826847777,1784 PITKIN AV,0,0,1,0,1
1009419.08842936,187861.003264859,1785 BROADWAY,0,0,1,0,1
1025524.50766203,266638.077993855,1785 NEREID AV,1,0,0,0,1
991830.341454685,161265.634867772,1789 MC DONALD AV,0,0,1,0,1
955180.495791271,153060.449178442,1789 RICHMOND RD,1,0,0,0,1
989627.372107357,221536.078303024,179 COLUMBUS AV,1,0,0,0,1
987500.725113943,199310.358975023,179 HENRY ST,1,0,0,0,1
1006582.2902972,195116.403124109,179 IRVING AV,0,0,1,0,1
998295.489285529,204669.137627527,179 MESEROLE AV,1,0,0,0,1
1002621.73719469,198052.864114687,179 MORGAN AV,0,0,4,0,4
996236.750620857,200687.718753099,179 N 7 ST,0,1,0,0,1
986824.257634863,191855.359121263,179 REMSEN ST,2,3,0,0,5
989367.901169613,218671.997745097,1790 BROADWAY,1,1,0,0,2
1009335.11123511,187801.530614763,1790 BROADWAY,0,0,1,0,1
1010087.45520286,183481.014649525,1792 PITKIN AV,0,0,1,0,1
1009381.44480386,187787.005381361,1794 BROADWAY,0,0,1,0,1
994467.982832938,162849.596922934,1794 CONEY ISLAND AV,0,0,1,0,1
1044491.30667061,199007.049870357,17946 HILLSIDE AV,0,0,1,0,1
991836.18461886,161226.289474025,1795 MC DONALD AV,0,0,1,0,1
991838.134418115,161205.887940019,1797 MC DONALD AV,0,0,2,0,2
988860.74634403,202430.341908276,18 AV B,1,0,0,0,1
980828.604599938,196080.230920851,18 BEAVER ST,1,0,0,0,1
988469.118518353,195825.325590774,18 BRIDGE ST,1,0,0,0,1
986416.500904441,190009.627248436,18 DEAN ST,1,0,0,0,1
986230.122668281,207162.646420017,18 E 14 ST,1,0,0,0,1
986565.95532994,207729.576060444,18 E 17 ST,1,0,0,0,1
988626.829489022,211488.671232522,18 E 33 ST,1,0,0,0,1
1010032.73024669,250300.031273693,18 E BURNSIDE AV,0,0,1,0,1
988572.734452859,208733.219722435,18 LEXINGTON AV,1,0,0,0,1
995035.700529531,187991.719866931,18 PUTNAM AV,0,0,3,0,3
986071.228957191,208441.801998183,18 W 18 ST,1,0,0,0,1
985445.933947936,205123.797151268,18 WASHINGTON PL,2,0,0,0,2
980002.98682861,196447.241669774,18 WASHINGTON ST,1,0,0,0,1
1027602.0668271,245930.807400599,18 WESTCHESTER SQ,0,2,0,0,2
1005643.48049502,196653.39545694,18 WYCKOFF AV,0,0,1,0,1
988747.745913863,204925.623663098,180 1 AV,1,0,0,0,1
988086.121252865,206961.393541694,180 3 AV,1,0,0,0,1
989773.362629026,186081.599343359,180 5 AV,1,0,0,0,1
990355.646241352,185786.632413611,180 6 AV,2,0,0,0,2
990373.884721935,183857.152676776,180 7 AV,8,0,0,0,8
985106.526818365,209839.325449854,180 7 AV,1,0,0,0,1
983794.673799023,207429.260716185,180 7 AV S,2,0,0,0,2
986016.55091694,190565.925348431,180 ATLANTIC AV,1,0,0,0,1
989920.259316862,204375.364921108,180 AV B,1,0,0,0,1
990639.877300188,204013.762954026,180 AV C,1,0,0,0,1
995960.704256937,205750.691566765,180 FRANKLIN ST,1,2,0,0,3
1000077.65763719,245819.236429527,180 FT WASHINGTON AV,3,0,0,0,3
1006607.74365836,194875.60439311,180 IRVING AV,0,0,1,0,1
987850.47671102,190664.861174181,180 LIVINGSTON ST,4,0,7,0,11
986543.602684364,192049.883010432,180 MONTAGUE ST,2,0,0,0,2
994931.453690782,177807.238595515,180 PARKSIDE AV,0,0,2,0,2
986490.394457445,191672.797150433,180 REMSEN ST,0,4,0,0,4
990543.604526863,227879.354002267,180 RIVERSIDE DR,0,0,3,0,3
993405.34060128,185257.127567098,180 UNDERHILL AV,2,0,0,0,2
998064.716453105,196203.054822192,180 UNION AV,0,0,4,0,4
982828.690166697,204317.1799981,180 VARICK ST,1,0,0,0,1
990542.697048351,224973.787963018,180 W 81 ST,1,0,0,0,1
982779.17484577,196778.45524618,180 WATER ST,4,0,0,0,4
1007575.2978256,195015.323929936,180 WYCKOFF AV,0,0,1,0,1
994414.976705357,162793.832598776,1800 CONEY ISLAND AV,1,0,0,0,1
1007749.86046861,249180.284169346,1800 UNIVERSITY AV,0,0,3,0,3
1044708.72979219,199310.713961184,18005 HILLSIDE AV,0,0,1,0,1
983601.371036023,160516.865696013,1801 86 ST,0,0,4,0,4
1010175.04885969,183543.043724939,1801 PITKIN AV,0,0,2,0,2
1007623.97456552,249188.542354941,1801 UNIVERSITY AV,0,0,1,0,1
1009636.90000162,187776.705533192,1803 BROADWAY,0,0,1,0,1
1010217.99135911,183594.824133188,1805 PITKIN AV,0,0,1,0,1
991629.671908528,161010.909327358,1806 MC DONALD AV,0,1,0,0,1
1011235.96898194,194414.691929102,1808 WEIRFIELD ST,0,0,1,0,1
983309.390976936,178100.743914023,181 34 ST,0,0,2,0,2
989884.892261609,185974.147786602,181 5 AV,1,0,0,0,1
990430.194976777,183864.818015769,181 7 AV,0,0,0,2,2
986015.14967303,190765.942336857,181 ATLANTIC AV,1,0,0,0,1
989682.203690603,221573.616613775,181 COLUMBUS AV,1,0,0,0,1
997727.772901282,224781.068204105,181 E 93 ST,1,0,0,0,1
995796.65570052,206281.807958603,181 FRANKLIN ST,1,0,0,0,1
999878.673127025,197298.966344267,181 GRAHAM AV,1,0,0,0,1
998317.102759361,204678.258344188,181 MESEROLE AV,1,0,0,0,1
1010265.98437336,183592.689623013,1811 PITKIN AV,0,0,1,0,1
994429.733893692,162693.284899607,1812 CONEY ISLAND AV,0,0,1,0,1
958212.019911945,152411.067275107,1812 HYLAN BL,1,0,0,0,1
1001186.29255903,232453.939669356,1815 PARK AV,0,0,1,0,1
1011390.3043032,247500.116926014,1818 WEBSTER AV,1,0,0,0,1
988137.35277769,205473.836805522,182 2 AV,1,0,0,0,1
989116.984020531,186630.502445027,182 4 AV,1,0,0,0,1
